ID,O_Q63,O_Q80,O_Q91,O_Q92
6532,not many reasons its the dumb and dumber election not much of a choice huh,political propaganda,,
6533,Like him,Criminal,,
6540,Go to the nursing home,That's a bunch of bullshit,,
6543,He?s for the average American. Trump is for the wealthy American who all don?t pay taxes,"Totally disgust.  The average American pays their fair share, then you have this man who is worth billions ripping the government he is suppose  to be the leader off!",,EngineervTechnician
6547,"He cares about the middle class, and wants to help them.","Trump should pay what he owes the government, like everyone does.",,
6551,He's better for the job,Asshole,,
6556,"Because he will make America great again, improve relations with other countries around the world, and support health care for all.","It was shocking, but not surprising considering what a dishonest person he is.",,
6558,none,I dont carw,,
6566,"He's not Trump, that is all.",He's a typical generational corporate crook.,,
6568,Not one think he is a joke,Why shouldn?t he take advantage of the tax loop hole established by Obama And Biden,,
6571,The only reason would be to avoid riots by the left.  He is a horrible candidate and had the democratic party picked a competent nominee I would have considered voting for them.,"Don't have a reaction, would want to research myself.   Don't trust the media",,
6581,There is no reason I can come up with to support Biden for President.  If you support Biden you support killing the USA.,He was using the tax laws Biden helped pass. He didn't do anything wrong.,disabled,
6583,To get rid of Trump!,Just more proof that he's a crook,,
6588,We need someone who is going to look out for the little guys those people that have less money and resources to live .,Not surprised at all . The people that have money always get away with these things.,,
6592,hes a honest person and willing to help the economy get better...plus much more not at all like the person who is 45,"hes a jerk, lies lies he said he pd millions,,,ha here he goes lieong again",,
6598,Because I trust him and I do not trust Trump.,I think it is disgusting that someone with that much money pays less than I do.,,
6604,He?s not Trump,Unbelievable,,
6605,Biden is an honest and decent person. I believe he will surround himself with top advisors unlike the loyalists we have now. He will not insult people on twitter.  He will listen to science. He will get rid of the crazy tax cut for the rich. he will protect health care for people with pre-existing conditions.,The media sadly dropped all coverage of this when Trump was diagnosed with COVID. I am not sure why there can only be one story. I am concerned about all of his debt and to whom he owes money. No one should be president unless they release tax returns.,,
6608,No reason,This matter should not be my main concern on whether he paid federal taxes or not. People make a big deal about him not paying federal taxes. There are people who haven't paid taxes for 5 years or more and haven't got caught and they still point the finger at President Trump.,,
6616,There is absolutely NO reason to support Joe Biden. He will set this country on the path to socialism.,"He actually did pay a lot more taxes than this suggests, because he paid estimated taxes, of millions of dollars, in advance. He also took advantage of many features of the tax code by which he could legally write of numerous business expenses and take many legal tax credits.",,
6618,"If you with to live under the tyrannical, controlling socialist party and lose any semblance of freedom or personal wealth.",Pure speculation/conjecture. No reliable source of information to prove it so.,,
6623,Because trump is the worst human being in the planet and Biden is a good man,Appalling but not surprising,,
6626,"Because he seems like an honest, decent person although I dont agree with all his policies. And Trump has done such a terrible job as President we need someone different.",Its disappointing to hear. I think he and his tax lawyers are either dishonest when filing his taxes or it is clear that the tax laws need to be changed so that very rich individuals like him pay their fair share of taxes.,,
6632,I think he will calmly run the country and think before he speaks.,It's absolutely criminal and the IRS really needs to do something about it.,,
6636,none,doesn't matter to me,,
6639,Someone new,"As long as it was done legally, I am ok with it.",,
6645,"There is no good reason, he is a puppet",Good for him! No one wants to pay taxes,,
6647,He has Kamala Harris.,It is all deducted so what do they think he actually pays... i do not get it.  because people have loss too,,
6649,He cares more for average Americans rather than the rich and corporations. He takes the virus seriously.,This is unacceptable and there is no rationalization that is acceptable to those of us paying thousands of dollars in taxes on a much smaller income!,,
6656,Unity of the American People,Surprising,,Transportation
6657,"He seems to have his head on straight. He is also an actual politician, not a business owner. He has much experience, even as a vice president.","I'm annoyed, but depending on if he used his wealth to fund projects of charities as tax rite offs, its a bit better.",,
6661,to control Corvin 19,its sad that he has missed paying taxes while other american are paying thier art of taxes. He should be put in jail until he pays.,,
6667,He will do his best to bring the country together and not stoke the racism.,I am not surprised as he lies about everything.,,
6674,He?s not a liar,It?s despicable,,
6680,He?s not Trump.,It was no surprise. He?s a con man and a crook. Also a racist and a liar. So not surprised. It?s ridiculous and wrong. Go figure.,Disabled,
6685,Honestly there is no good reason to support him.,I have no opinion on this seeing that we truly do not know all the knowledge behind this.,,
6686,He will be more honest,I think it?s ridiculous.,,
6698,"I see no reason to support Biden, he is losing his mind","its fine, if he filed right why should I complain",,
6702,Trump has threatened to violate the US Constitution dealing with cessation of power after an election. He has committed numerous human rights violations and is an enemy of the country. He must be arrested and tried to Conspiracy to overthrow the government.,He should be arrested immediately for tax evasion.,,
6704,He's probably the better of two evils,Sad,,
6716,"because he isn't a perverted traitor, who steals  money from his  country, locks kids  up and has broken  every one of the 10 commnadments","he should  have his assets  siezed and he, and his whole family, be exiled to syria",,
6718,he will help bring this country back on track.He wil help the people who have been knocked down by covid to get back on track.He will protect social security and health insurance. He will bring the relationships with other coubtries back.,I find it appalling that the richer he is the less tax  he pays. There are too many loopholes for the rich. He should be paying taxes to improve our country not finding a way to bring it down.,independent contracror,
6719,There is no good reason to support Biden for President.  He doesn't have the mental capacity or the stamina to be President.,I think he had a lot of tax deductions and that offset the reason for him not paying taxes in some years.,,
6722,He's not Trump,"I know it's good to show depreciation and make it look like you've lost money, but amount that seems a bit low and ridiculous to me.",,
6730,Will speed up the return of Jesus,"True, however, He has achieved these staggeringly low tax payments largely thanks to the enormous losses that his businesses have taken over the years, as well as his accountants? knack for claiming tax write-offs, which together have allowed him to claim next to no net income in many years. Fact, if the Dems don't like the tax laws as they are, they shouldn't have passed them.",,
6731,There is no reason to support Biden.,Fake news,,
6735,Unity,Don?t care,,
6736,He is not a fascist,I feel disgusted by our unfair taxation system that benefits the ultra wealthy.,,
6740,Nothing at all,They get away with everything they wanr,,
6741,Keep our social securityin tact.,I dont care.,,
6745,No reason.,"I think it is misleading, implying that this is the only tax paid.",,
6747,I dont know of any good reason to support him,I don't think it is true,self employed,
6749,There is none,Unfortunately the government has set it up so that big companies can use tax breaks to allow this to happen. He only took advantage of those tax loopholes,,
6757,He is experienced and has tact,I am disgusted and angry,,
6758,I?d like to watch him sniff more people.,He sounds smart. Nobody likes to pay high taxes.,,
6761,No idea,FALSE,,
6763,He would have handled the virus in the first place instead of covering it up and repeatedly putting us in danger,Its disgusting,,deli assistant
6765,there is no good reason to support him,I dont believe it.  Like most news it is probably fake,,
6766,He is not trump,Dont care,,
6770,He acts in a calm sensical manner,I paid more than him. What a cheat,,Personal gig
6779,None at all,Stop lying and give us the full story. He does not owe due to Obama laws,,
6780,Because anybody has to be better at the job than Trump.,it doesn't surprise me because I believe he knows all the loopholes to get out of paying taxes,,
6783,Bring us together,Not good.,,
6784,More politically correct,It was in addition to estimated taxes already paid,Disabled,
6791,"people think he is a man of good character, tough question","It's not a total picture, if you don't receive a salary how much would you expect to pay in taxes? I guess his business taxes are filed separately.",,
6795,"He will unite our country, after Trump divided it.",It?s appalling. He probably paid more money for women to have sex with him. He?s deceitful.,,
6799,I don't support biden,I don't know sll the info related.,,
6802,none,it is ashame,,
6803,to not to as he is a crook,makes no difference to me,,
6809,There isn't one.  Joe Biden is a horrible candidate and would destroy this country!,"It's complete bull crap.  He overpaid in the previous years, so the extra was saved for the following years.  Democrats are too stupid or too disingenuous to tell the truth!",,
6811,he has compassion for all,he is not a fair when he fills out his taxes,,
6821,There is absolutely no reason to support Biden.  He has had decades to fix things and has not.,"It angers me, but I am guessing Biden hides as much of his money as he can as well.",,
6830,to go more socialist and keep the UNaffordable health care,Nothing surprises me anymore,,
6833,"No reason,do not like him or believe he is fit to b president","not true,misconstrude",,
6835,Because he will prioritize the people and will do the work it will take to fix our country,"I'm not that surprised, there's a reason that he would not just come out and release his tax forms in the first place. There was no doubt in my mind that he was shady",,
6836,There is absolutely no reason to support Biden. He would be a disaster for the country.,"This is not entirely true. The $750 was the fee to file for an extension. Also, he was a business owner and had many things he could write off for losses.",,
6839,"Because he isn?t Trump, but I wish there was a better reason",Not surprised,,
6841,He is the lesser of two evils.,"There should be a flat tax, everyone should have to pay the exact same percentage of income.  Rich people have more options to shield income.  Otherwise, tax purchases rather than income.",,
6843,There is no good reason to support Biden.If he is elected the country will change for the worse.This country will become a socialist country with government controlling everything.,I don't really care how much Trump paid in taxes. I don't understand why this is such a talked about issue. I am more concerned which way this country is headed.,,
6846,Building and supporting the middle class amd small business.,I heard he overpaid the previous year,,
6848,Not able to,I don't have all the facts to make a good decision,,
6849,Trump lies and is a Fascist who wants to be a dictator.,Trump is a security threat because he is in debt to foreign countries. And he needs to start paying taxes,,
6850,He is not Donald Trump.  He will actually care and look out for Americans versus himself.,It seems criminal that our president is allowed to not pay taxes.  Different sets of rules for those in power.,,
6860,He's honest and trustworthy,He's dishonest and isn't fit to lead our country,,
6861,There isn't a good reason. His socialist liberal views are too far reaching to find any good reason.,"Donald Trump's tax payments don't concern me. I'm not able to believe 90% of the ""facts"" portrayed by the media so I don't follow the BS",I and 90% of my extended family are Self employed which is threatened greatly by Joe Biden and the Democrats SOCIALIST left wing ideals.,
6864,"He is for sure a likeable guy,  and somewhat local to us.","Not too concerned. If the tax laws allowed that, then they need to be amended. Don't hate the player, hate the game.",,
6866,It may calm the country so that the rioting stops,Doesn't bother me. Im sure other individuals and companies use loopholes to do the same thing.,,Inventory
6869,I don?t feel he can be supported.  He is someone I do not feel would support Americans. He has already proven that,All presidents have had issues.  I?m not sure why people are making a bigger deal out of what this president has done over others,,
6872,There isn?t any,I don?t care,,
6873,I don't have any good reasons to support him.,He also donated his salary for being president the last 4 years.  I think he's doing a fine job as president and I hope he will continue to be our president for the next four years.,,
6874,I can't think of a reason to support Biden,Dose it really matter what they tax returns says,,
6881,There is no reason.,It is not relevant.,,
6886,I do not support Biden for president.  He is weak and not strong enough to do the job.  He has health problems and won't be able to do the job.  He want to defund the police and is totally a very liberal person.,The news does not always report the truth.  The news media has been very negative about Trump since he became President.  It is because the Democratic party owns most of the TV news stations and has been against Trump from the beginning.  They are just angry they lost the 2016 election.,,retail
6887,The best reason to support Joe Biden for President would be his ability to work with both Democrats and Republicans.,"When I heard this news, I was angry, but not totally surprised.",,
6894,There is no reason to support him. The Democrats are destroying America.,"Rich people are only rich on paper, most of their wealth is not cash income, and we only pay income tax on cash income.",,Commercial property manager
6899,He seemsblikw a friendly man who gets stuff done.,Bullshit,,
6902,I like him better than the other ass.,I want the name of his accountant.,,
6904,not sure,Don't know if it is true,,
6908,There is none,"He followed the tax laws, we need to change them if we done like it",,
6911,I have no best reason for supporting this man in any way.,"Well he has given back so much of his salary that I have no reason to feel that is a big issue, although some of his donations could have been used in better places but those were his choices.",,
6915,No reason at all,I don't care,,
6916,I just believe we need somebody who's attitude can bring together Americans.,That's criminal activity and something needs to be done for him to account for it like any other American would.,,
6927,He is a good person. Trump is a trash person,Disgusted with Trump,,
6929,there is none he is too old weak and unfit to run,it is all a lie from a fake news media outlet,,
6935,He will do what is right for americans and our country.,Very disappointed,,social worker
6936,Trusted,Disgusted,,
6940,He understands low income families,Don't care how much he paid on taxes,,Correction officer
6943,"trump did not handle tthe civid-19 very well and he lied to american people how bad it would be ,to many deaths in america",not fair to hard working people who have a hard time making end meet and have to pay there share of taxes,,
6944,"He?s far more honest than Trump, and not a bully","He?s a lying bully, who is definitely hiding something",,
6951,He can unite the country.,Unfair to the average American that pay taxes.,,
6958,Nothing,He is the boss.,,
6960,Want to change to a different president dealing with the coronovirus better and more jobs.,He will have to pay taxes alot of money soon.,,retail
6965,He?s better than Trump,Ridiculous,,Security
6972,Biden because he's capable and not Trump,I think it's too bad he suffered that many losses in his businesses but i think he's a liar and a cheater and a con artist,,
6975,he cares about people,that is not at all fare or right in any way,,
6976,He supports Social Security,"If this is true, it is because he took advantage of tax breaks that the government put forth and there is nothing wrong with that.  Also, he is not taking a salary and Melania has very few employees so they are saving the country alot of money so I am not sure I care about the amount of taxes he paid.",,
6981,Nothing,It is all legal,,E commerce
6987,None,Not sure,,Customer service for transportation
6989,None. He is too old and does not have all his marbles. He also is not educated on the issue of firearms and he wants to take them away from law-abiding and peaceful citizens.,I don't always believe what I hear and read. Everyone lies. Maybe he had losses that outweigh profits.,,
6991,There is no good reason.,I hate paying taxes so good for him.,,
6993,He is not a psychopath dictator.,Anger. Outrage. Why isn?t he in jail?,Disabled,
6995,Ethical and a leader,I?m appalled,,
6997,yes,So like him,,
7001,there is no reason to support Biden,FAKE NEWS !!!!!!,,
7003,I believe that he will succeed at his job a president of the USA. He wont split the county he will make this country work.,angry because i payed more taxes then he did,,dietary aide
7005,I do not support Joe Biden as President.  I feel the Democrats are leaning way too much towards Socialism.,"I would like to see what Pelosi and Schumer paid in taxes, too.  President Trump was a businessman and people who own businesses have a lot of expenses they can write off.",,
7006,He will unite the country again and treat our allies better and will not bully and name call people that disagree with him.,I wasn't surprised since he won't release his tax returns. It's a lie that he can't release them while he is being audited.,,
7010,nothing,none,,
7017,I don't support him.   He never did anything for the last 40 yrs,There are alot of loops holes in taxes. If you have a good accountant that knows his way around taxes so be it.  Plus he isn't taking the wages for being president.,,
7020,no good reason,if it is within the law who cares,,
7021,He is less divisive,"Not surprised. I feel like he is wealthy and can afford people to work for him to find tax cuts and loop holes. If I could afford it, I would do it too.",,
7022,Biden will unite the country and will focus on getting a handle on the coronavirus.,Donald J. Trump committed tax evasion which is a federal crime.,,
7024,"clear minded,  politr",appalled,,
7025,"He will keep health care for all Americans, including Medicare and Medicaid.",Fraud!,,
7031,There is none,It is fake news,,
7033,Healthcare,I would have to look more closely at the numbers.,,
7035,"no reason to support Biden, his poly position spell trouble",good job of using the tax loopholes if story is true,,
7044,He is not Trump,Unsurprising,,
7046,like what he stands for,unreliable,,
7052,"He's intelligent, caring, and not erratic and abusive.","I knew he was a thief and con man, who thinks he does not have to obey laws and can get away with all the crimes he has committed.",,
7053,Taxes,Took advantages of loopholes that need to be closed,,
7054,He knows what it takes to be a true leader for this country.,This is an embarrassment that the President does not pay his share of taxes.,,
7060,There is no good reason to support Biden.  His mind is shot and he's tired.  He needs to feed birds on a park bench somewhere.,"If it's true, paying any amount of taxes is too much, since taxes are only ""legitimized"" theft.",,
7062,He is not Trump. We hope that the next president will put our country back on the right track.,Not surprised. His finances were always shady,,
7070,Trump is unfit to be President.,Explains why he is so reluctant to release his tax returns. It would document the lies he's been telling about his financial situation.,,
7073,He is not clinically insane like Trump,Not surprised but disgusted.  My kid paid more than that last year because he busted his tail off trying to earn money to pay for college.,,
7077,He's the opposite of Donald Trump,He is a criminal con artist,,
7106,"Perhaps a moderate,that is all I can think of.",So what.  He had losses that canceled out gains. We all take advantage of the tax laws.  His figures were just larger than ours.,,
7108,Biden is someone that could represent the United States around the world in high regard.  Not as a laughing stock like we are with Trump.,It's criminal and an embarrassment to our system.  Clearly proof that it's rigged and not working for the average person just trying to provide for their family.,,
7131,The Democrats should have picked a more trustworthy candidate.,What did Biden pay? Why does everyone attack Trump and criticize every thing he does?,,
7133,I am not sure,Well that?s not fair,,
7134,"i would never, he just seems stupid","i dont believe it is true, there is no way",,
7163,Can't think of any reason to support Biden.,None of my business.,,
7181,He is a normal person and not a deranged reality tv star,Disgusted,,
7184,Economy,"I expected this, it is shameful.",,
7194,I would support him if he truly does what he says he's going to do.,My reaction is indifferent due to no citing or sourcing from where this information is from.,,
7212,Honestly & he listens to the people and will work for the people not the rich and special interests.,Outrageous! Criminal! He should be Jailed!,Disability,
7214,Wants to protect social security and he isn't so arrogant like Trump!,I don't really believe it is true.,,
7217,There is no good reason,Depending on how his investments performed this could indeed be accurate based on the current tax structure,,
7219,He is not Trump and cares about the country not just himself.,I am not surprised. It is why he doesn?t want his taxes public.,,
7220,His respect for the office of the President & his honesty,"That is tax reporting is fraudulent & his true report of properties, earnings & business es are not reported.  He has not paid taxes on his actual income for years.",,
7222,He is Very Honest & Caring & Will Help The All Of The People Ever Where Around The World!!,He is nothing but a Tax Evader Thinks That Since He Is Rich & Doesn?t Have To Pay Any Taxes!!,Permanently Disabled From A Genetic Disease Called Huntington?s Disease.,
7233,I can't think of any reason to support Joe Biden,Not important,,Food and nutrition in a hospital
7236,"I would NEVER support a man who lies, has accomplished nothing over his 40+ years in government and is a socialist far left person being led by worse!",Not our business! He's not taking his pay for being the president - it's being donated!,,
7258,He is normal,Disgusting,,
7295,There is NO reason to support Biden for President. At the same time there is NO reason to support Trump for President either. They are 2 vulgar old men who have no business in government much less in the White House. I'll be voting for NOTA (None Of The Above) in November.,Donald Trump has always been a tax cheat and a con man. Why would anyone be surprised to learn he didn't pay taxes and isn't as rich as he claims?,,
7298,He is honest means what he says.,Can believe it.,,
7347,Nothing,Its a false news,,
7439,"he wii protect our social security and obamacare, will help the poorest.","i think he should be investgated, it's not fair, he is hurting all",,homehealth
7452,none that I can think of,he is no different than any other rich person who has businesses that will fail in order to protect his assests,disabled,
7477,there is no reason i would support him,it is something all rich people do,,
7489,Trump is not intelligent enough to be president. He is in the pocket of Russia so is a threat to national security.,He is a cheater. Disgusting.,,
7511,He will work to unite the country and reduce the level of divisiveness and hostility that currently exists.,"I think it's appalling that he has indicated how rich and successful he is but has paid little or no taxes in at least, approximately 15 years.",,
7520,Will do good for country,He needs to pay his share,,
7527,He will deal with social issues and the COVID crisis in a better manner,Not all that surprising sadly,,
7547,Less abrasive,As long as he did nothing illegal. It just goes to how weak our tax laws are and how many loopholes there are,,Analyst
7580,he is a rational human being who can speak in complete sentences and is not a liar.,it is more evidence that he is a con man who lies,,
7584,Level-headed individual that knows how to get things done.,Not surprising.,,Parts Technical
7605,he belongs in the hospital,get off trumlps back he is a great leader,,
7616,He speaks better,Donald knows the tax laws and used them to his benefit.,,
7693,He is truthful unlike the other guy.,Cheater now and always done that,,
7696,I would never support biden,A lot of fake news involved,,
7706,"He is honest, has experience and will do the right thing for Americans.",ANGRY!!!! Mortified! Injust! He needs to be federally prosecuted for fraud.,,
7720,there is absolutely no reason to support Biden,"political BS that was designed to come out just prior to the election.  Without pelosi and biden releasing their tax returns, it's just another political smear campaign",,
7737,protecting social security,there are too many loopholes for the rich,,
7738,He is not Trump,He?s a criminal and needs to be in jail.,,
7754,There is no good reason,I don?t believe it,,
7756,there are no reasons to support Biden,How much taxes did he pay for all of his corporations?,,
7760,Uniting the country,"It seems outrageous, but if he can do it legally, more power to him.  We need to change tax laws",,
7761,Trump needs to go.  He is a danger to our nation.,I am not surprised - he had a reason to hide his tax returns.,,
7765,No reason to support someone who supports Antifa.,It was put out there to make President Trump look bad. He had overpaid in previous years.,,
7769,there isn't a reason,amazed,,
7796,"He's rational and cares about everyone, not just the rich.",Disgusting and so unfair,,
7814,He will be a president for all people,Absolutely appalling but nothing he does surprises me anymore,,
7825,I won?t support Biden or what this survey is trying to get at.,He has a good accountant.,,
7867,"None. He is not up to the job, AND, why has he not taken care of a lot of these problems in 47 years?",Maybe Congress should change the law. Biden had 47 years to do this.,,
7887,He doesn't encourage hate and divisiveness,Disappointed,,
7888,He has a plan and has experience. He us HONEST,He should be in prison for taz evasion.,,
7891,Covid,It didn't surprise me because he will is know for being shady,,
7899,Experience,Good for him.,,Magician
7908,Dealing effectively with the virus,Not that surprising givenTrump?s reluctance to share his tax records.  Also it seems clear he is not as much a successful businessman as he wants us to believe.,,
7917,Abortion,Not right but he is not the only one but S president he should pay back all the money,,
7922,Empathy and change,Unfair and unacceptable,,
7934,He is much less divisive and blunt and offensive in his communication style.,"If he followed the IRS laws, I don't have a problem with it. If he evaded taxes illegally I don't like it.",,
7937,He's not Trump.,Disgusting and appaling.,,
8004,Abortion,It?s not right but he?s not the only one to do it. He should pay back the money,,
8008,I have no reason to support Joe Biden. I think he demonstrated all he needed to while he was vice President,"As long as it was done within the tax codes and laws, I don't see a problem. I'm sure there are others out there,in congress also, that do the same",,
8014,I believe he can undo the damage the racist clown has brought upon our country.,"I was appalled, he is a scammer and a cheat.",,
8029,He cares about the middle and lower class and Trump only cares about himself and the rich.,He's been lying to us since he's been in the white house and it's time he can no longer make decisions about our country.,,
8038,I don't have a good reason to support Joe Biden.  He is a life long politician and has no real world business/life experiences.  He is just saying what people want to hear.,That's his business.  I don't care what he has paid in taxes.,,
8052,No reason,He donates his paychecks as President,,
8056,He?s way better than Trump. He has plans to address the issues that re important to me,I was apauled,,
8060,there isn't one,doesn't include payroll taxes for his employees,,
8081,He?s not trump,Very sad,,
8084,He will make sure we get good health care,I think it?s appalling and he should not get away with it .,Disabled,
8087,"He does not lie to the American public as trump has consistently done. also, when he takes a position, he will not reverse his position due to political concerns.","Disgust IF he had no legal reason to pay so little in taxes (such as corruption, nonlegal loopholes)",,
8106,none,too simply state - personal and corporate taxes are different,,
8108,He is an empathetic and caring person.  He is presidential and would represent the county well.,Sad.  But he is a crook and he will always be a crook so why are we surprised.,,
8115,I wouldn't. He is too old and weak to be our next president. The people that he has surrounded himself with are way too radical and unhinged to lead this counrty.,Not surprising considering he didn't have an income that year and that he sold off all of his businesses so he also didn't have any revenue from that either.,,
8117,He doesn't lie to the American people.,"Trump tries to game the system as much as possible, and this is really anti-American behavior to be paying less than hourly workers.",,
8120,None,Is it true?,,
8127,there is no good reason!!,just fake news!!,,
8128,"If the democratic party werent so corrupt and will run Biden like a toy, and he wasn't a creep, sniffing and fondling women, I would most likely vote dem.","I am not sure how this is possible, but if it is the truth, It is very upsettinh. I pay more than that a month in taxes for our fmaily.",,
8132,he is the right man for the job,The tax loopholes and shady practices allowed him to do this. the loop holes must be closed,,
8136,"He is a real human, who actually has god ideas, and does what he says","This is sad, and kind of expected for him to get though the loop holes",,
8140,"I think he is compassionate, intelligent, and knows how to lead the country instead of dividing it.",I think this is ridiculous. I think he used the system in a way that he should not have.,,
8141,Every word out of his mouth is not a lie.,I don't like it and I find it very unfair,,
8153,Family,We should all be as lucky.,,
8154,none,"he knows how to work the system, good for him.",,
8155,Biden will follow science and protect the environment,"I think he used established loop holes not to pay taxes, I'm upset that the loop holes exist but don't blame him for using them.",,
8160,Because everything Biden is saying is what President Donald Trump has already done or is working on it! Biden is weak and said that Kamala is ready to take over the presidency on day one. Why was that even brought up? The Democrats are trying everything in their power to undermine President Trump for the last 3 years+ They were also friends with him prior to him saying he was running for president. Democrats/Republicans cannot buy President Trump so they have no control and that makes everyone that's against President Trump a threat to our country.,I don't believe it. I don't pay much attention to the news anymore when they are caught time and time again lying. With that being said if he paid only $750 in taxes good for him. Everyone wants to take advantage of tax breaks and everyone does it so why not President Trump. It was also the Democrats that gave him access to all of these tax breaks so....,,child care
8161,Racial equality,Unbelievable,,
8163,He talks to people,He is a big cheater,,
8164,He keep the promise for us the country,That's all bolaney and don't buy that .... something is wrong of that cuz I pay whole alot more back taxes ... It is all crap and loopholes of that,,
8167,None,Not surprising,,Retail
8169,To have a someone we can trust leading our country.,Just more lies and corruption by Trump,,
8177,He's not a racist piece of evil trash,I think it's dispicable that he has evaded paying taxes for years and that his supporters don't care. However imaging if it came out Obama did that. These people would be completely freaking out. Big hypocrites.,,
8179,I'd much more be likely to vote for someone who can undo all that Trump has done.,I was pretty upset that he couldn't be be forthright about it from the beginning.,,
8184,He has a plan to fight the coronavirus.,It's unfair!,,
8187,He will take care of the middle class.,"It is total crap.  The man makes tons of money, and should pay taxes like everybody else.",,
8191,He?ll put policies into place that?ll unite people instead of dividing them,Absolutely f?ing ridiculous,,
8193,no reason,That doesn't make me happy,,
8205,There is no reason to support Biden for President.,it doesn't matter at this point. who cares!,,home services
8219,He will step aside and Kamalla will be president,Who cares,,
8224,none he has repeatedly been against blacks in the past and has always voted for more taxes and allowing more refugees in to the US,was that in addition to his estimated taxes for his personal income or was that for his corporation. if his accountants prepared his taxes according to irs rules and the irs didnt dispute it I have no problem,,
8235,He's a good man with strong principles.,Wow!,,
8247,"I have no reason to support Biden as I believe he is mentally not capable of being President. He has been hiding in his basement for the past several months! If he were to win he won't be there for more than a year with the way he is going. Plus I think the Democratic party has gone way too far to the left and Biden has bought into it. In my opinion, Joe Biden will bring nothing that will improve the country and he will make it worse if he becomes President! I say this even though I am not a big a big fan of Trump but compared to Biden he is much better for the US.","That is most likely false information as he has a wide variety of businesses, mostly in golf and hotels, etc. As he is in the construction and hotel business he has a lot things that can qualify to be written off. I believe he has paid his share of taxes.",,
8248,"The entire white house dynamic will be changing and it's not just about who is President, but the entire team he will be bringing with him. We need big changes.",Incredibly upsetting...it's disgusting that this man runs our country.,,
8251,"Joe Biden is a man of the people. He is honest. He listens to the people's grievances, and will work to improve our society. He is a uniter, not a divider.",It is reprehensible. Our tax laws need to change. The rich should pay their fair share.,Disabled and not working,
8253,Nothing,He did what any businessman would do and learned how to get tax deductions properly,,
8261,There is no reason to support this dirty old man!,It's lies to pretend he did something wrong when he didn't!,disabled,
8263,I guess I would have to,really don't care. the rules are in place for all,,
8267,To unite our country again.,I feel we have been screwed on taxes. Trump is not trustworthy.,,
8271,To get Trump OUT!,I paid more than him and that is so unfair.,,
8278,sanity,fraud for so many years,,
8282,Values,I really don't care,,
8285,protect social security,It wasn't illegal,,
8289,I trust him to work to stop the Coronavirus Pandemic,I was not surprised.  I think Trump has always scammed the government to keep more money for himself.,,
8291,He is more tactful for sure.,I tend to not believe things like this.,,
8292,because of kamala harris,corruption,,
8296,"because even if he is old and senile, he's not a racist homophobic lying cheeto",this enrages me... I paid significantly more taxes than this both years and I worked as a first year PUBLIC SCHOOL TEACHER in 2016 and 2017... that is not right.,permanently disabled,
8298,"I would never support Biden. From the beginning of his political career, he's never been honest.","During those times, he was a business man that used the tax breaks signed by the Obama n Biden administration.  Like every other business person.",,Non profit
8303,Joe Biden has the personality to get along with all peoples and has the ability to lead.,I felt betrayed because I and my husband have always paid the taxes due the US.  This was a privilege.,,
8304,That he's not Trump!  Trump has really messed things up royally over the past 3.5 years.  God help us if he gets another 4 years.  Four years from now will be a new election for anyone who doesn't like how Biden/Harris will lead the country.,"I was insulted as should all tax paying, red blooded American citizens!  How can someone who claims to be work millions pay less in taxes than I did when I was working?  We need to cut the loopholes and have everyone pay what they should be paying according to what they have and how much they make.  To say that if corporations have to pay more in taxes, they'll cut jobs.  Corporations need their employees to operate.  They could only cut so many jobs.  But they still need to be forced to pay what they owe.",,
8312,I have the impression that he tells the truth.  I am counting on that.,Trump is the head of the Trump Crime Family.  They are a bunch of crooks.,,
8314,He's not Trump.,"It figures. He is a disgusting, vile person. Oh and greedy.",,
8317,There is no best reason I definitely do NOT support Joe Biden...,First of all I believe what the president said that he has paid much more than that...also he has donated his presidential wages,,
8320,I can't support him because of his stance on aborotion,No comment,,
8321,He cares about people and their well-being.,This makes me very upset. I don't think anyone who makes millions of dollars a year should be allowed to only pay $750 in taxes due to loopholes.,,
8325,He cares about people and is competent.,"That once again, he does not do the right thing; that he is corrupt.",,
8334,I think he is a strong person who will get our country back to where we were before the coronavirus. He cares more the middle class people than the big business people and corporations. He will not cut Social Security. He will protect our country and stop all of this violent protests.,I think he is a liar and cheater and does what he wants and thinks that he can do anything as he wants the country to run his way only. He does not seem to care about NYONE BUT BIG BUSINESSES AND CORPORATIONS.,,
8338,experience,it is non of our business what he paid in taxes! that doesn't interfere with his ability to lead. We all know the crooks in Gov have made loop holes to bypass taxes. Pres. Trump just took advantage of the opportunities to do so. That shows he is engaged ijn his work completely,,
8349,I cannot think of one. No reason at all.,I really do not care,,
8352,there is NO reason to support Joe Biden for President.  His running mate is so concerning about BLM that she didn't even MARRY a Black man...   I wish everyone black man in america would call her out on that subject alone.  What's wrong with black men the reason SHE didn't marry one.?????   I would NEVER vote for Biden just because he picked Kamala Harris to gain the Black vote not because she is qualified and he sure isn't.  There isn't a Blk person anywhere near his neighborhood in DE yet he's seen on TV kissing every black person he can find.......  He's a disgrace and I would never vote for him even if he was Republican,If he lost $ then his $750 taxes were legal.   If  he is in so much debt then he has obviously lost $.  why should he have to pay more taxes if he did lose $?,,high school cafeteria worker
8353,to protect social security and also hopefully calm the divide in the country and protests,"It was fake news, I'm sure he didn't just pay 750 in taxes.  this was just put out there to be a distraction.",,
8356,"I don't like Trump, so I pick him",it just is not fair for all the other americans,,
